video_id,privacy_status,old_title,old_description,hero_name,boss_name,stt_raw,stt_confidence,verification_status,verification_reason,pair_score,final_title,final_description,apply,review_notes
r5dQNqypr00,public,Hearthstone  Heroes of Warcraft   2026 03 22T12 09 27,"Hearthstone  Heroes of Warcraft   2026 03 22T12 09 27 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T12 09 27 boss fight",,,,,,,,,,FALSE,
naGj1iQ0cX8,public,Hearthstone  Heroes of Warcraft   2026 03 22T12 21 28,"Hearthstone  Heroes of Warcraft   2026 03 22T12 21 28 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T12 21 28 boss fight",,,,,,,,,,FALSE,
0GsmMDfvzhg,public,Hearthstone  Heroes of Warcraft   2026 03 22T12 41 30,"Hearthstone  Heroes of Warcraft   2026 03 22T12 41 30 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T12 41 30 boss fight",,,,,,,,,,FALSE,
sn5nGUwstck,public,Hearthstone  Heroes of Warcraft   2026 03 22T13 06 51,"Hearthstone  Heroes of Warcraft   2026 03 22T13 06 51 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T13 06 51 boss fight",,,,,,,,,,FALSE,
PK-FzDbVYmI,public,Hearthstone  Heroes of Warcraft   2026 03 22T13 18 31,"Hearthstone  Heroes of Warcraft   2026 03 22T13 18 31 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T13 18 31 boss fight",,,,,,,,,,FALSE,
P9PQZQvRgHA,public,Hearthstone  Heroes of Warcraft   2026 03 22T13 30 49,"Hearthstone  Heroes of Warcraft   2026 03 22T13 30 49 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T13 30 49 boss fight",,,,,,,,,,FALSE,
vk-v04Mvz6Q,public,Hearthstone  Heroes of Warcraft   2026 03 22T13 40 01,"Hearthstone  Heroes of Warcraft   2026 03 22T13 40 01 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T13 40 01 boss fight",,,,,,,,,,FALSE,
yJoqneKA5Zc,public,Hearthstone  Heroes of Warcraft   2026 03 23T15 00 50,"Hearthstone  Heroes of Warcraft   2026 03 23T15 00 50 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 00 50 boss fight",,,,,,,,,,FALSE,
a8vkhNxYDP0,public,Hearthstone  Heroes of Warcraft   2026 03 24T14 23 04,"Hearthstone  Heroes of Warcraft   2026 03 24T14 23 04 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T14 23 04 boss fight",,,,,,,,,,FALSE,
KzfnWi9X29w,public,Hearthstone  Heroes of Warcraft   2026 03 24T14 35 49,"Hearthstone  Heroes of Warcraft   2026 03 24T14 35 49 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T14 35 49 boss fight",,,,,,,,,,FALSE,
r7kMbzPZggw,public,Hearthstone  Heroes of Warcraft   2026 03 24T16 28 35,"Hearthstone  Heroes of Warcraft   2026 03 24T16 28 35 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T16 28 35 boss fight",,,,,,,,,,FALSE,
YlyApr9sZ3Q,public,Hearthstone  Heroes of Warcraft   2026 03 24T16 31 11,"Hearthstone  Heroes of Warcraft   2026 03 24T16 31 11 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T16 31 11 boss fight",,,,,,,,,,FALSE,
YVU5gsEBJT0,public,Hearthstone  Heroes of Warcraft   2026 03 24T17 30 59,"Hearthstone  Heroes of Warcraft   2026 03 24T17 30 59 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T17 30 59 boss fight",,,,,,,,,,FALSE,
SK5QovnaGFQ,public,Hearthstone  Heroes of Warcraft   2026 03 24T17 38 33,"Hearthstone  Heroes of Warcraft   2026 03 24T17 38 33 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T17 38 33 boss fight",,,,,,,,,,FALSE,
HvbIGvPZE0I,public,Hearthstone  Heroes of Warcraft   2026 03 24T17 44 27,"Hearthstone  Heroes of Warcraft   2026 03 24T17 44 27 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T17 44 27 boss fight",,,,,,,,,,FALSE,
JrffGIUEhfo,public,Hearthstone  Heroes of Warcraft   2026 03 24T17 53 41,"Hearthstone  Heroes of Warcraft   2026 03 24T17 53 41 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T17 53 41 boss fight",,,,,,,,,,FALSE,
M_q0lSPoM9g,public,Hearthstone  Heroes of Warcraft   2026 03 24T18 02 08,"Hearthstone  Heroes of Warcraft   2026 03 24T18 02 08 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T18 02 08 boss fight",,,,,,,,,,FALSE,
Ri84OMXBRWg,public,Hearthstone  Heroes of Warcraft   2026 03 25T20 44 25,"Hearthstone  Heroes of Warcraft   2026 03 25T20 44 25 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T20 44 25 boss fight",,,,,,,,,,FALSE,
2Tw2hRNwdG4,public,Hearthstone  Heroes of Warcraft   2026 03 25T20 51 35,"Hearthstone  Heroes of Warcraft   2026 03 25T20 51 35 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T20 51 35 boss fight",,,,,,,,,,FALSE,
phYfXuS6xFU,public,Illidan vs Kurtrus Ashfallen – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Illidan vs Kurtrus Ashfallen encounter.

Part of the Hearthstone adventure playlist.",,,,,,,,,,FALSE,
Yg_QZFbKIUk,public,Hearthstone  Heroes of Warcraft   2026 03 25T21 21 26,"Hearthstone  Heroes of Warcraft   2026 03 25T21 21 26 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T21 21 26 boss fight",,,,,,,,,,FALSE,
lVKKRcExfsw,public,Hearthstone  Heroes of Warcraft   2026 03 25T21 36 56,"Hearthstone  Heroes of Warcraft   2026 03 25T21 36 56 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T21 36 56 boss fight",,,,,,,,,,FALSE,
utpCevEi3Lo,public,Malfurion vs Cenarius – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Malfurion vs Cenarius encounter.

Part of the Hearthstone adventure playlist.",,,,,,,,,,FALSE,
JSBgr2T2CAk,public,Hearthstone  Heroes of Warcraft   2026 03 25T21 49 17,"Hearthstone  Heroes of Warcraft   2026 03 25T21 49 17 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T21 49 17 boss fight",,,,,,,,,,FALSE,
02tdf60_ShY,public,Hearthstone  Heroes of Warcraft   2026 03 25T21 57 00,"Hearthstone  Heroes of Warcraft   2026 03 25T21 57 00 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T21 57 00 boss fight",,,,,,,,,,FALSE,
bjVXmmR0-5g,public,Hearthstone  Heroes of Warcraft   2026 03 25T22 07 31,"Hearthstone  Heroes of Warcraft   2026 03 25T22 07 31 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T22 07 31 boss fight",,,,,,,,,,FALSE,
eAtvysus0lw,public,Hearthstone  Heroes of Warcraft   2026 03 25T22 16 49,"Hearthstone  Heroes of Warcraft   2026 03 25T22 16 49 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T22 16 49 boss fight",,,,,,,,,,FALSE,
kQa6U4nw3vY,public,Hearthstone  Heroes of Warcraft   2026 03 25T22 22 01,"Hearthstone  Heroes of Warcraft   2026 03 25T22 22 01 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T22 22 01 boss fight",,,,,,,,,,FALSE,
gIHq8EWRcmg,public,Hearthstone  Heroes of Warcraft   2026 03 25T22 35 48,"Hearthstone  Heroes of Warcraft   2026 03 25T22 35 48 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T22 35 48 boss fight",,,,,,,,,,FALSE,
XR9i4fk3mtQ,public,Hearthstone  Heroes of Warcraft   2026 03 25T22 41 14,"Hearthstone  Heroes of Warcraft   2026 03 25T22 41 14 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T22 41 14 boss fight",,,,,,,,,,FALSE,
5qz9p2J9QKQ,public,Hearthstone  Heroes of Warcraft   2026 03 25T22 51 15,"Hearthstone  Heroes of Warcraft   2026 03 25T22 51 15 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T22 51 15 boss fight",,,,,,,,,,FALSE,
IbRnpGRY9DA,public,Hearthstone  Heroes of Warcraft   2026 03 25T22 59 58,"Hearthstone  Heroes of Warcraft   2026 03 25T22 59 58 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T22 59 58 boss fight",,,,,,,,,,FALSE,
h16o38YlgCY,public,Hearthstone  Heroes of Warcraft   2026 03 25T23 03 00,"Hearthstone  Heroes of Warcraft   2026 03 25T23 03 00 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T23 03 00 boss fight",,,,,,,,,,FALSE,
ydBxTHWBqZ4,public,Hearthstone  Heroes of Warcraft   2026 03 26T15 30 45,"Hearthstone  Heroes of Warcraft   2026 03 26T15 30 45 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 26T15 30 45 boss fight",,,,,,,,,,FALSE,
mbp-avD87Ko,public,Hearthstone  Heroes of Warcraft   2026 03 26T15 33 40,"Hearthstone  Heroes of Warcraft   2026 03 26T15 33 40 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 26T15 33 40 boss fight",,,,,,,,,,FALSE,
BC1lv1nhbqk,public,Hearthstone  Heroes of Warcraft   2026 03 26T22 35 15,"Hearthstone  Heroes of Warcraft   2026 03 26T22 35 15 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 26T22 35 15 boss fight",,,,,,,,,,FALSE,
qg_XMlDYp4M,public,Hearthstone  Heroes of Warcraft   2026 03 26T23 07 22,"Hearthstone  Heroes of Warcraft   2026 03 26T23 07 22 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 26T23 07 22 boss fight",,,,,,,,,,FALSE,
HY2dnE4wDkU,public,Illidan vs Kurtrus Ashfallen – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Illidan vs Kurtrus Ashfallen encounter.

Part of the Hearthstone adventure playlist.",,,,,,,,,,FALSE,
wlgEXzVA3js,public,Hearthstone  Heroes of Warcraft   2026 03 26T23 57 18,"Hearthstone  Heroes of Warcraft   2026 03 26T23 57 18 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 26T23 57 18 boss fight",,,,,,,,,,FALSE,
UKjcs1dqSVY,public,Hearthstone  Heroes of Warcraft   2026 03 27T00 20 34,"Hearthstone  Heroes of Warcraft   2026 03 27T00 20 34 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 27T00 20 34 boss fight",,,,,,,,,,FALSE,
7oOn6pHalw8,public,Gul'dan vs Ner'zhul – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Gul'dan vs Ner'zhul encounter.

Part of the Hearthstone adventure playlist.",,,,,,,,,,FALSE,
xF2LZSYLzBo,public,Hearthstone  Heroes of Warcraft   2026 03 27T00 58 25,"Hearthstone  Heroes of Warcraft   2026 03 27T00 58 25 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 27T00 58 25 boss fight",,,,,,,,,,FALSE,
y8bY3sNe0xU,private,Hearthstone  Heroes of Warcraft   2026 03 15T23 18 12,"Hearthstone  Heroes of Warcraft   2026 03 15T23 18 12 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 15T23 18 12 boss fight",,,,,,,,,,FALSE,
PZbp5G7Imuk,private,Hearthstone  Heroes of Warcraft   2026 03 16T22 13 00,"Hearthstone  Heroes of Warcraft   2026 03 16T22 13 00 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T22 13 00 boss fight",,,,,,,,,,FALSE,
